29	IK	PRODUCTION COMPETENCE
29	IK	FIRM
30	AK	OPERATIONS STRATEGY
30	AK	TECHNOLOGY MANAGEMENT
30	AK	MEASUREMENT AND METHODOLOGY
30	AK	EMPIRICAL RESEARCH
31	AK	OPERATIONS STRATEGY
31	AK	EMPIRICAL RESEARCH
31	IK	BUSINESS STRATEGY
31	IK	GENERIC STRATEGIES
31	IK	PERFORMANCE
31	IK	MODEL
31	IK	MANAGEMENT
31	IK	CONFIGURATIONS
31	IK	PERSPECTIVE
31	IK	FLEXIBILITY
31	IK	DIMENSIONS
31	IK	INDUSTRY
32	AK	OPERATIONS STRATEGY
32	AK	FOCUSED FACTORY
32	AK	ORGANIZATIONAL CHANGE
32	AK	FIELD RESEARCH
32	IK	OVERHEAD COST
32	IK	STRATEGY
32	IK	PERSPECTIVE
32	IK	POLITICS
33	AK	COMPUTER INTEGRATED MANUFACTURING
33	AK	OPERATIONS STRATEGY
33	AK	EMPIRICAL RESEARCH
33	AK	JOB DESIGN
33	AK	PROCESS DESIGN
33	IK	MANAGEMENT
33	IK	PARADIGM
33	IK	IMPLEMENTATION
33	IK	INFORMATION
33	IK	PERFORMANCE
33	IK	AUTOMATE
33	IK	SYSTEMS
33	IK	DESIGN
33	IK	WORK
34	AK	PURCHASING
34	AK	SUPPLY CHAIN MANAGEMENT
34	AK	BUSINESS ETHICS
34	AK	CORPORATE SOCIAL RESPONSIBILITY
34	AK	INTERNATIONAL BUSINESS
34	IK	CORPORATE SOCIAL PERFORMANCE
34	IK	CONTINGENCY FRAMEWORK
34	IK	BUSINESS ETHICS
34	IK	MODEL
34	IK	DETERMINANTS
34	IK	PERCEPTIONS
34	IK	CLIMATES
35	AK	INTERNATIONAL OPERATIONS
35	AK	FRAMEWORK
35	AK	CLASSIFICATION
35	AK	INDUSTRIALIZATION
35	AK	LITERATURE REVIEW
35	IK	JUST-IN-TIME
35	IK	SUPPLY-CHAIN-MANAGEMENT
35	IK	DECISION-SUPPORT SYSTEM
35	IK	FLEXIBLE MANUFACTURING SYSTEMS
35	IK	JAPANESE DISTRIBUTION-SYSTEM
35	IK	UNITED-STATES
35	IK	TECHNOLOGY-TRANSFER
35	IK	GLOBAL COMPETITION
35	IK	LEAN PRODUCTION
35	IK	JOINT-VENTURES
36	AK	QUALITY
36	IK	QUALITY MANAGEMENT-PRACTICES
36	IK	PERFORMANCE
37	AK	QUALITY
37	AK	STATISTICAL PROCESS CONTROL
37	AK	HR/OM INTERFACE
37	IK	JOB DIAGNOSTIC SURVEY
37	IK	PATH ANALYTIC MODEL
37	IK	WORK DESIGN
37	IK	PERFORMANCE
37	IK	MANAGEMENT
37	IK	TECHNOLOGY
37	IK	OUTCOMES
37	IK	SATISFACTION
38	AK	EMPIRICAL RESEARCH
38	AK	JUST-IN-TIME
38	AK	MAINTENANCE
38	AK	QUALITY
38	IK	JUST-IN-TIME
38	IK	TOTAL QUALITY MANAGEMENT
38	IK	STRATEGY
38	IK	CONSTRUCTS
38	IK	FIT
39	AK	QUALITY
39	AK	SUPPLIER MANAGEMENT
39	AK	PURCHASING
39	AK	EMPIRICAL RESEARCH
39	IK	CUSTOMER SATISFACTION
39	IK	PERFORMANCE
39	IK	TQM
39	IK	FIRMS
39	IK	SELECTION
40	AK	SURVEY RESEARCH METHODOLOGY
40	AK	SURVEY DESIGN
40	AK	WORLD WIDE WEB (WWW)
40	AK	FORECASTING TECHNIQUES
40	AK	END-USER COMPUTING
40	AK	EMPIRICAL RESEARCH
40	IK	MANUFACTURING STRATEGY
40	IK	INFORMATION TECHNOLOGIES
40	IK	EMPIRICAL-RESEARCH
40	IK	COMMUNICATION
40	IK	PERFORMANCE
40	IK	ACCEPTANCE
40	IK	QUESTIONNAIRES
40	IK	SATISFACTION
40	IK	METHODOLOGY
40	IK	PATTERNS
41	AK	TECHNOLOGY MANAGEMENT
41	AK	OPERATIONS STRATEGY
41	AK	EMPIRICAL RESEARCH
41	IK	BUYER-SUPPLIER RELATIONSHIPS
41	IK	EMPIRICAL-ANALYSIS
41	IK	MEASUREMENT ERROR
41	IK	STRATEGY
41	IK	IMPLEMENTATION
41	IK	CUSTOMIZATION
41	IK	PERSPECTIVE
41	IK	COALIGNMENT
41	IK	MANAGEMENT
41	IK	PARADIGM
42	AK	OPERATIONS STRATEGY
42	AK	TAXONOMIES
42	AK	EMPIRICAL RESEARCH
42	IK	REPLICATION RESEARCH
42	IK	MANAGEMENT
42	IK	CONFIGURATIONS
42	IK	INNOVATION
42	IK	ECONOMICS
43	AK	PROJECT MANAGEMENT
43	AK	PROJECT PLANNING
43	AK	SCHEDULING
43	IK	TRADE-OFF PROBLEM
43	IK	PROJECT NETWORKS
43	IK	RESOURCE
43	IK	MANAGEMENT
44	AK	OPERATIONS SAFETY
44	AK	QUALITY
44	AK	SAFETY-EFFICACY
44	AK	ACCIDENTS
44	AK	HUMAN ERROR
44	IK	AIRLINE PILOTS
44	IK	UNITED-STATES
44	IK	ERROR
45	AK	PURCHASING
45	AK	OPERATIONS STRATEGY
45	AK	MANUFACTURING PERFORMANCE
45	AK	EMPIRICAL RESEARCH
45	IK	STRUCTURAL EQUATION MODELS
45	IK	BUSINESS PERFORMANCE
45	IK	PRODUCT DEVELOPMENT
45	IK	MEASUREMENT ERROR
45	IK	UNITED-STATES
45	IK	STRATEGY
45	IK	TRUST
45	IK	MANAGEMENT
45	IK	JAPANESE
45	IK	BIAS
47	AK	EMPIRICAL RESEARCH
47	AK	QUALITY
47	AK	SERVICE OPERATIONS
47	IK	TOTAL-QUALITY-MANAGEMENT
47	IK	OPTIMAL NUMBER
47	IK	LIKERT-SCALE
47	IK	MONTE-CARLO
47	IK	RELIABILITY
47	IK	IMPLEMENTATION
47	IK	SATISFACTION
47	IK	ALTERNATIVES
47	IK	PERFORMANCE
47	IK	MODEL
48	AK	OPERATION STRATEGY
48	AK	PROCESS DESIGN
48	IK	OPERATIONS MANAGEMENT
48	IK	PERFORMANCE
48	IK	MATRIX
49	AK	KNOWLEDGE MANAGEMENT
49	AK	THEORY OF SWIFT EVEN FLOW
49	AK	FINANCIAL PERFORMANCE
49	IK	ENVIRONMENTAL UNCERTAINTY
49	IK	ORGANIZATIONAL-STRUCTURE
49	IK	MANUFACTURING STRATEGY
49	IK	MANAGEMENT
49	IK	TECHNOLOGY
49	IK	FIRM
50	AK	JUST-IN-TIME
50	AK	LOGISTICS
50	AK	DISTRIBUTION
50	AK	PURCHASING
50	AK	SUPPLY CHAIN MANAGEMENT
50	IK	TIME
50	IK	MANAGEMENT
50	IK	INDUSTRY
51	AK	ORGANIZATIONAL LEARNING
51	AK	SERVICE ORGANIZATIONS
51	AK	INFORMATION TECHNOLOGY
51	IK	CHEMICAL-PROCESSING INDUSTRIES
51	IK	CURVES
51	IK	KNOWLEDGE
51	IK	PRODUCTIVITY
51	IK	PERSISTENCE
51	IK	ACQUISITION
51	IK	INNOVATION
51	IK	MANAGEMENT
52	AK	MULTI-DIMENSIONAL SCALING
52	AK	PURCHASING
52	AK	SUPPLY CHAIN MANAGEMENT
52	IK	OPERATIONS MANAGEMENT
52	IK	MANUFACTURING STRATEGIES
52	IK	PRODUCTION COMPETENCE
52	IK	BUSINESS PERFORMANCE
52	IK	MODEL
52	IK	PERSPECTIVE
52	IK	FLEXIBILITY
52	IK	PARADIGM
52	IK	QUALITY
52	IK	SUCCESS
53	AK	QUALITY
53	AK	FINANCIAL PERFORMANCE
53	AK	EMPIRICAL RESEARCH
53	IK	OPERATING PERFORMANCE
53	IK	CORPORATE PERFORMANCE
53	IK	DIVERSIFICATION
53	IK	BALDRIGE
53	IK	INDUSTRY
53	IK	STRATEGY
53	IK	INERTIA
53	IK	AWARDS
54	AK	SERVICE QUALITY
54	AK	PURCHASING
54	AK	SUPPLY CHAIN MANAGEMENT
54	AK	EMPIRICAL RESEARCH
54	IK	COMPARISON STANDARD
54	IK	EXPECTATIONS
54	IK	PERFORMANCE
54	IK	MANAGEMENT
54	IK	JAPANESE
54	IK	INDUSTRY
54	IK	REASSESSMENT
54	IK	PERCEPTIONS
54	IK	EMPLOYEES
54	IK	MODEL
55	AK	COMPUTER AIDED DESIGN (CAD)
55	AK	TECHNOLOGY MANAGEMENT
55	AK	MANAGEMENT LEVERS
55	AK	INTERDISCIPLINARY
55	IK	HUMAN-RESOURCE MANAGEMENT
55	IK	ADVANCED MANUFACTURING TECHNOLOGY
55	IK	INFORMATION TECHNOLOGY
55	IK	EMPIRICAL-ANALYSIS
55	IK	BUSINESS STRATEGY
55	IK	PRODUCTION SYSTEM
55	IK	PERFORMANCE
55	IK	IMPACT
55	IK	ORGANIZATION
55	IK	FLEXIBILITY
56	AK	EMPIRICAL RESEARCH
56	AK	HUMAN RESOURCES/OM INTERFACE
56	AK	QUALITY
56	AK	SERVICE OPERATIONS
56	IK	CUSTOMER SATISFACTION
56	IK	JOB CHARACTERISTICS
56	IK	PERFORMANCE
56	IK	PERCEPTIONS
56	IK	BUSINESS
56	IK	SCALE
56	IK	BANKS
57	AK	INTERDISCIPLINARY
57	AK	OPERATIONS STRATEGY
57	AK	PURCHASING/OPERATIONS INTERFACE
57	AK	SUPPLIER MANAGEMENT
57	AK	SUPPLY NETWORK
57	AK	COMPLEXITY THEORY
57	AK	CHAOS THEORY
57	IK	CHAOS THEORY
57	IK	CHAIN
57	IK	MANAGEMENT
58	AK	POM JOURNALS
58	AK	RELEVANCE
58	AK	QUALITY
58	IK	ALTERNATIVE RATING SYSTEM
58	IK	OPERATIONS MANAGEMENT
58	IK	ECONOMICS JOURNALS
58	IK	CITATION ANALYSIS
58	IK	RELATIVE QUALITY
58	IK	IMPACT
59	IK	RESOURCE-BASED THEORY
59	IK	COMPETITIVE ADVANTAGE
59	IK	PRODUCTION COMPETENCE
59	IK	EMPIRICAL-ANALYSIS
59	IK	FIRM
59	IK	MANAGEMENT
59	IK	ORGANIZATION
59	IK	PERFORMANCE
59	IK	KNOWLEDGE
59	IK	MATRIX
60	AK	CHANGE DRIVERS
60	AK	MANUFACTURING STRATEGY
60	AK	TECHNOLOGICAL TRENDS
60	IK	COMPETITIVE ADVANTAGE
60	IK	PRODUCT DEVELOPMENT
60	IK	EMPIRICAL-RESEARCH
60	IK	TECHNOLOGY
60	IK	MANAGEMENT
60	IK	FIRM
60	IK	INTEGRATION
60	IK	PERFORMANCE
60	IK	ENVIRONMENTS
60	IK	COORDINATION
61	AK	LOGISTICS/DISTRIBUTION
61	AK	FLEXIBLE MANUFACTURING SYSTEMS
61	AK	OPERATIONS STRATEGY
61	IK	MASS CUSTOMIZATION
61	IK	HEWLETT-PACKARD
61	IK	STRATEGIES
61	IK	POWER
62	AK	SUPPLY CHAIN MANAGEMENT
62	AK	OPERATIONS STRATEGY
62	AK	EMPIRICAL RESEARCH
62	IK	PRODUCT DEVELOPMENT
62	IK	MANAGEMENT
62	IK	TIME
62	IK	MANUFACTURERS
62	IK	PERFORMANCE
62	IK	INFORMATION
62	IK	JAPANESE
62	IK	JIT
63	AK	MASS CUSTOMIZATION
63	AK	TIME-BASED MANUFACTURING
63	AK	VALUE TO CUSTOMERS
63	AK	STRUCTURAL EQUATION MODELING
63	IK	INFORMATION TECHNOLOGY
63	IK	COMPETITIVE ADVANTAGE
63	IK	STRATEGY
63	IK	ORGANIZATIONS
63	IK	CONSTRUCTS
63	IK	PARADIGM
63	IK	SYSTEMS
63	IK	MODEL
64	AK	OPERATIONS STRATEGY
64	AK	MARKETING/OPERATIONS INTERFACE
64	AK	TECHNOLOGY MANAGEMENT
64	AK	ADVANCED TECHNOLOGY
64	AK	AUTOMOBILE INDUSTRY
65	AK	SERVICE DESIGN
65	AK	MULTICULTURAL ISSUES
65	AK	OPERATIONS/MARKETING INTERRELATED ISSUES
65	AK	DISCRETE CHOICE ANALYSIS
65	AK	EMPIRICAL ANALYSIS
65	IK	QUALITY
65	IK	MODEL
65	IK	SCALE
67	AK	MANUFACTURING STRATEGY
67	AK	EMPIRICAL RESEARCH
67	AK	STRUCTURAL EQUATION MODELING
67	AK	STRATEGIC DECISION-MAKING
67	IK	PRODUCTION COMPETENCE
67	IK	DECISION-MAKING
67	IK	TOP TEAM
67	IK	SYSTEMS
67	IK	MODEL
67	IK	ORGANIZATION
67	IK	CONSENSUS
67	IK	SUCCESS
67	IK	POWER
68	AK	CAPACITY MANAGEMENT
68	AK	EMPIRICAL RESEARCH
68	AK	MEASUREMENT AND METHODOLOGY
68	AK	OPERATIONS STRATEGY
68	AK	MULTIATTRIBUTE UTILITY ANALYSIS
68	IK	MANUFACTURING STRATEGY
69	AK	MAINTENANCE AND RELIABILITY
69	AK	EMPIRICAL RESEARCH
69	AK	STATISTICAL ANALYSIS
69	IK	STRUCTURAL EQUATION MODELS
69	IK	COMPETITIVE ADVANTAGE
69	IK	MULTIVARIATE SKEWNESS
69	IK	QUALITY MANAGEMENT
69	IK	KURTOSIS
70	AK	OPERATIONS STRATEGY
70	AK	ECONOMY
70	AK	GHANA
70	IK	BUSINESS STRATEGY
70	IK	ORGANIZATIONAL-STRUCTURE
70	IK	PRODUCTION COMPETENCE
70	IK	PERFORMANCE
71	AK	ACCOUNTING/OPERATIONS
71	AK	EMPIRICAL RESEARCH
71	AK	JUST-IN-TIME
71	IK	IN-TIME IMPLEMENTATION
71	IK	EMPIRICAL-EVIDENCE
71	IK	SYSTEMS
71	IK	MANAGEMENT
71	IK	PERSPECTIVE
71	IK	ADOPTION
72	AK	PRODUCT DEVELOPMENT
72	AK	CONCURRENT ENGINEERING
72	AK	COMPETITIVE CAPABILITIES
72	AK	EMPIRICAL RESEARCH
72	AK	STRUCTURAL EQUATION MODELING
72	IK	PRODUCT DEVELOPMENT
72	IK	COVARIANCE-STRUCTURES
72	IK	PERFORMANCE
72	IK	DESIGN
72	IK	INNOVATION
72	IK	STRATEGY
72	IK	PARADIGM
72	IK	MODELS
72	IK	TEAMS
72	IK	TIME
73	IK	BUSINESS
73	IK	IMPACT
74	AK	DEMAND CHAIN MANAGEMENT
74	AK	CLASSIFICATION
74	AK	CASE STUDY
75	AK	SUPPLY CHAIN
75	AK	INTERDISCIPLINARY
75	AK	CASE STUDY RESEARCH
75	IK	ADVANCED MANUFACTURING TECHNOLOGY
75	IK	COMPETITIVE ADVANTAGE
75	IK	STRATEGY
75	IK	CAPABILITIES
75	IK	INTEGRATION
75	IK	PERFORMANCE
75	IK	ENTERPRISE
75	IK	LOGISTICS
76	AK	ACCOUNTING/OPERATIONS
76	AK	CASE STUDY RESEARCH
76	AK	INTERDISCIPLINARY
76	AK	MARKETING/OPERATIONS INTERFACE
76	AK	OPERATION STRATEGY
76	AK	PROCESS DESIGN
76	AK	SERVICE OPERATIONS
76	IK	OPERATIONS MANAGEMENT
76	IK	PERFORMANCE
76	IK	STRATEGY
77	AK	DEMAND CHAIN MANAGEMENT
77	AK	SUPPLY CHAIN STRATEGY
77	AK	EMPIRICAL RESEARCH
77	IK	SUPPLY CHAIN
77	IK	OPERATIONS MANAGEMENT
77	IK	CLUSTER-ANALYSIS
77	IK	INFORMATION
77	IK	INVENTORY
77	IK	MODEL
77	IK	TIME
77	IK	VARIABILITY
77	IK	STRATEGIES
77	IK	DIFFUSION
78	AK	MARKETING/OPERATIONS INTERFACE
78	AK	LOGISTICS/DISTRIBUTION
78	AK	TIME-BASED COMPETITION
78	AK	CASE STUDY RESEARCH
78	IK	COMPETITIVE ADVANTAGE
78	IK	MASS CUSTOMIZATION
78	IK	ALLIANCES
78	IK	KEIRETSU
78	IK	NETWORKS
78	IK	INDUSTRY
78	IK	BEHAVIOR
78	IK	PRODUCT
78	IK	SUCCESS
78	IK	COSTS
79	AK	LOGISTICS/DISTRIBUTION
79	AK	SUPPLY MANAGEMENT
79	AK	AGGREGATE PLANNING
79	AK	SIMULATION
79	AK	STOCHASTIC PROCESSES
79	IK	OPTIMIZATION
79	IK	UNCERTAINTY
81	AK	CASE STUDY RESEARCH
81	AK	MEASUREMENT AND METHODOLOGY
82	AK	RESOURCE BASED VIEW THEORY
82	AK	MEMS TECHNOLOGY
82	AK	INTEGRATED CHIPS
82	IK	COMPETITIVE ADVANTAGE
82	IK	STRATEGY
82	IK	PERFORMANCE
82	IK	FIRM
82	IK	CAPABILITIES
82	IK	MANAGEMENT
82	IK	INDUSTRY
83	AK	PROJECT INTERDEPENDENCIES
83	AK	HIGH TECH R&D
83	AK	MULTIPLE-CASE STUDY
83	AK	DATA ENVELOPMENT ANALYSIS
83	IK	PRODUCT DEVELOPMENT
83	IK	MANAGEMENT
83	IK	STRATEGY
84	AK	SUPPLIER MANAGEMENT
84	AK	OPERATION STRATEGY
84	AK	CASE STUDY RESEARCH
84	AK	SUPPLY NETWORKS
84	AK	SUPPLY CHAIN
84	IK	MANAGEMENT
85	AK	MANUFACTURING STRATEGY
85	AK	FLEXIBILITY
85	AK	SMES
85	AK	GUSHER
85	AK	NEW ZEALAND
85	IK	ENVIRONMENTAL UNCERTAINTY
85	IK	STRATEGY
85	IK	CONFIGURATIONS
85	IK	FLEXIBILITY
86	AK	OPERATIONS STRATEGY
86	AK	CASE STUDY RESEARCH
86	AK	VOLUME FLEXIBILITY
86	AK	EMPIRICAL RESEARCH
86	IK	RESOURCE-BASED VIEW
86	IK	MANUFACTURING FLEXIBILITY
86	IK	COMPETITIVE ADVANTAGE
86	IK	OPERATIONS MANAGEMENT
86	IK	EMPIRICAL-RESEARCH
86	IK	SYSTEMS
86	IK	FIRM
86	IK	DIMENSIONS
86	IK	FRAMEWORK
86	IK	INDUSTRY
87	AK	CASE STUDY RESEARCH
87	AK	PRODUCT VARIETY
87	AK	SOURCING
87	AK	MODULARITY
87	AK	SUPPLY CHAIN MANAGEMENT
87	AK	OPERATIONAL PERFORMANCE
87	IK	MASS CUSTOMIZATION
87	IK	SUPPLY CHAIN
87	IK	DESIGN
87	IK	FAMILY
87	IK	MANAGEMENT
87	IK	DIFFERENTIATION
87	IK	POSTPONEMENT
87	IK	COMPLEXITY
87	IK	ARCHITECTURES
87	IK	COMMONALITY
88	AK	BATCHING
88	AK	CASE STUDY RESEARCH
88	AK	MASS SERVICE
88	AK	SERVICE OPERATIONS
88	IK	EXTENSIONS
89	AK	CELLULAR MANUFACTURING
89	AK	IMPLEMENTATION
89	AK	CASE STUDY RESEARCH
89	IK	DESIGN
89	IK	SYSTEMS
89	IK	MACHINE
90	AK	HUMAN OPERATIONS INTERFACE
90	AK	TEAMS
90	AK	QUALITATIVE RESEARCH
90	IK	DECISION-MAKING TEAMS
90	IK	GROUP-PERFORMANCE
90	IK	TECHNOLOGY
90	IK	DESIGN
90	IK	INTERDEPENDENCE
90	IK	COORDINATION
90	IK	FLEXIBILITY
90	IK	COOPERATION
90	IK	CHOICE
90	IK	MODEL
91	AK	WORK TEAMS
91	AK	MANUFACTURING
91	AK	CASE STUDY RESEARCH
91	IK	QUALITY CIRCLES
91	IK	IMPLEMENTATION
91	IK	OPERATIONS
91	IK	MODEL
91	IK	FIELD
92	AK	PRODUCT DEVELOPMENT
92	AK	PLATFORM STRATEGY
