CommunityID	Keywords	TF	DF	TF-IDF	Sigma	TextRank
0	RETAIL	0.0333	0.0333	0.1134	0.0000	0.0083
0	SUPPLY CHAIN VISIBILITY	0.0667	0.0667	0.1805	0.0000	0.0112
0	DATA ENVELOPMENT ANALYSIS	0.0333	0.0333	0.1134	0.0000	0.0120
0	ARCHITECTURE	0.0667	0.0667	0.1805	0.0000	0.0104
0	DIFFUSION	0.0667	0.0667	0.1805	0.0000	0.0120
0	ORDER PROGRESS INFORMATION	0.0667	0.0667	0.1805	0.0000	0.0112
0	TRACEABILITY	0.0333	0.0333	0.1134	0.0000	0.0120
0	STOCHASTIC ORDERINGS	0.0667	0.0667	0.1805	0.0000	0.0110
0	RISK	0.0667	0.0667	0.1805	0.0000	0.0120
0	SEQUENCE	0.0333	0.0333	0.1134	0.0000	0.0120
0	INTEROPERABILITY	0.0333	0.0333	0.1134	0.0000	0.0120
0	INVENTORY SHRINKAGE	0.0333	0.0333	0.1134	0.0000	0.0082
0	RECORD INACCURACY	0.0667	0.0667	0.1805	0.0000	0.0154
0	REGULATION IN SUPPLY CHAIN	0.0333	0.0333	0.1134	0.0000	0.0120
0	TECHNOLOGY IMPLEMENTATION	0.0667	0.0667	0.1805	0.0000	0.0120
0	EMERGENCY RESPONSE	0.0667	0.0667	0.1805	0.0000	0.0110
0	INVENTORY RECORD INACCURACY	0.0667	0.0667	0.1805	0.0000	0.0100
0	COMPETITION AND CONFLICT	0.0667	0.0667	0.1805	0.0000	0.0109
0	CASE STUDY	0.0667	0.0667	0.1805	0.0000	0.0132
0	THEORY DEVELOPMENT	0.0667	0.0667	0.1805	0.0000	0.0106
0	DYNAMIC PROGRAMMING	0.0333	0.0333	0.1134	0.0000	0.0087
0	INVENTORY VISIBILITY	0.0333	0.0333	0.1134	0.0000	0.0090
0	INVENTORY	0.1000	0.1000	0.2303	0.0000	0.0164
0	REVERSE CHANNELS	0.0333	0.0333	0.1134	0.0000	0.0069
0	TECHNOLOGY ADOPTION	0.0667	0.0667	0.1805	0.0000	0.0106
0	ENABLERS AND BARRIERS	0.0667	0.0667	0.1805	0.0000	0.0109
0	INVENTORY MANAGEMENT	0.0667	0.0667	0.1805	0.0000	0.0156
0	VALUE ASSESSMENT	0.0667	0.0667	0.1805	0.0000	0.0104
0	AND TECHNOLOGY ADOPTION	0.0667	0.0667	0.1805	0.0000	0.0120
0	FIELD EXPERIMENT	0.0333	0.0333	0.1134	0.0000	0.0090
0	SUPPLY CHAIN MANAGEMENT	0.0333	0.0333	0.1134	0.0000	0.0090
0	SAFETY LEAD TIMES	0.0667	0.0667	0.1805	0.0000	0.0110
0	MARKETING AND OPERATIONS INTERFACE	0.0667	0.0667	0.1805	0.0000	0.0110
0	TECHNOLOGY INTEGRATION	0.0333	0.0333	0.1134	0.0000	0.0120
0	E-BUSINESS	0.0667	0.0667	0.1805	0.0000	0.0109
0	ORGANIZATIONAL BEHAVIOR	0.0667	0.0667	0.1805	0.0000	0.0106
0	INVENTORY CONTROL	0.1000	0.1000	0.2303	0.0000	0.0180
0	INVENTORY MISPLACEMENT	0.0333	0.0333	0.1134	0.0000	0.0060
0	E-AUCTION	0.0667	0.0667	0.1805	0.0000	0.0109
0	GLOBAL SUPPLY CHAINS	0.0667	0.0667	0.1805	0.0000	0.0112
0	BUSINESS VALUE OF IT	0.0333	0.0333	0.1134	0.0000	0.0069
0	INVENTORY RECORD INACCURACY (IRI)	0.0333	0.0333	0.1134	0.0000	0.0090
0	CASE STUDIES	0.0667	0.0667	0.1805	0.0000	0.0106
0	ADOPTION	0.0333	0.0333	0.1134	0.0000	0.0069
0	INFORMATION TECHNOLOGY	0.1000	0.1000	0.2303	0.0000	0.0164
0	FLEXIBLE BACKUP SUPPLY	0.0667	0.0667	0.1805	0.0000	0.0110
0	ORDER PICKING	0.0333	0.0333	0.1134	0.0000	0.0120
0	SUPPLY CHAIN DISRUPTIONS	0.0667	0.0667	0.1805	0.0000	0.0120
0	VENDING MACHINES	0.0333	0.0333	0.1134	0.0000	0.0083
0	RETAIL OPERATIONS	0.0333	0.0333	0.1134	0.0000	0.0087
